KEY,TICKER,TRANSCRIPT_DATE,negative_count,positive_count,uncertain_count,litigious_count,SENTIMENT
A_2018-09-28,A,2018-07-31,96,198,101,4,-1
A_2018-12-31,A,2018-11-19,98,215,109,6,-1
A_2019-03-29,A,2019-01-31,86,208,110,3,-1
A_2019-06-28,A,2019-05-14,119,143,121,6,-1
A_2019-09-30,A,2019-08-14,76,173,89,8,1
A_2019-12-31,A,2019-11-25,84,172,127,5,1
AA_2018-09-28,AA,2018-06-30,178,91,77,22,1
AA_2019-03-29,AA,2019-01-16,145,144,72,16,1
AA_2019-06-28,AA,2019-04-17,145,189,94,11,1
AA_2019-09-30,AA,2019-07-17,165,184,73,12,1
AA_2019-12-31,AA,2019-10-16,113,177,86,6,1
AAP_2018-12-31,AAP,2018-11-13,112,302,58,3,1
AAP_2019-06-28,AAP,2019-05-22,93,228,64,2,1
AAP_2019-09-30,AAP,2019-08-13,125,252,89,7,1
AAP_2019-12-31,AAP,2019-11-12,93,288,67,2,1
AAPL_2018-09-28,AAPL,2018-06-30,48,139,65,3,1
AAPL_2018-12-31,AAPL,2018-11-01,39,152,56,2,1
AAPL_2019-03-29,AAPL,2019-01-31,60,138,68,4,1
AAPL_2019-06-28,AAPL,2019-04-30,61,153,47,7,1
AAPL_2019-09-30,AAPL,2019-07-30,50,150,37,3,1
AAPL_2019-12-31,AAPL,2019-10-30,58,175,71,2,1
ABBV_2018-12-31,ABBV,2018-11-02,77,162,98,18,1
ABBV_2019-06-28,ABBV,2019-04-25,103,167,87,13,1
ABBV_2019-09-30,ABBV,2019-07-26,105,155,119,23,1
ABBV_2019-12-31,ABBV,2019-11-01,93,175,77,16,1
ABC_2018-12-31,ABC,2018-11-06,83,234,61,20,1
ABC_2019-06-28,ABC,2019-05-02,76,204,62,21,1
ABC_2019-09-30,ABC,2019-08-01,76,235,47,16,1
ABC_2019-12-31,ABC,2019-11-07,69,187,44,42,1
ABMD_2018-12-31,ABMD,2018-11-01,89,133,69,5,-1
ABMD_2019-06-28,ABMD,2019-05-02,112,136,89,6,-1
ABMD_2019-09-30,ABMD,2019-08-01,125,118,64,4,1
ABMD_2019-12-31,ABMD,2019-10-31,87,157,68,5,1
ABT_2018-09-28,ABT,2018-06-30,103,214,68,15,-1
ABT_2019-06-28,ABT,2019-04-17,86,150,61,10,-1
ABT_2019-09-30,ABT,2019-07-17,83,173,68,9,-1
ABT_2019-12-31,ABT,2019-10-16,84,186,72,10,-1
ACAD_2019-03-29,ACAD,2019-02-26,94,125,73,8,1
ACAD_2019-06-28,ACAD,2019-05-01,146,153,101,4,1
ACAD_2019-09-30,ACAD,2019-07-31,83,93,81,2,-1
ACAD_2019-12-31,ACAD,2019-10-30,136,170,82,8,-1
ACM_2017-12-29,ACM,2017-09-30,98,171,80,15,1
ACM_2019-09-30,ACM,2019-08-06,68,137,60,14,1
ACM_2019-12-31,ACM,2019-11-12,86,179,79,7,-1
ACN_2018-06-29,ACN,2018-05-31,61,202,61,8,1
ACN_2018-09-28,ACN,2018-08-31,65,169,81,6,1
ACN_2018-12-31,ACN,2018-11-30,82,181,92,8,1
ACN_2019-03-29,ACN,2019-02-28,64,145,71,3,1
ACN_2019-12-31,ACN,2019-12-19,52,186,53,0,1
ACOR_2018-12-31,ACOR,2018-10-31,87,95,75,18,0
ACOR_2019-06-28,ACOR,2019-05-02,47,62,52,8,0
ACOR_2019-09-30,ACOR,2019-08-01,74,86,73,5,0
ADBE_2018-03-30,ADBE,2018-03-02,45,201,57,1,1
ADBE_2018-06-29,ADBE,2018-05-31,65,225,72,4,1
ADBE_2018-09-28,ADBE,2018-08-31,58,215,63,2,1
ADBE_2018-12-31,ADBE,2018-12-13,61,215,85,4,1
ADBE_2019-03-29,ADBE,2019-01-31,61,231,82,5,1
ADBE_2019-06-28,ADBE,2019-06-18,47,216,56,3,1
ADBE_2019-09-30,ADBE,2019-09-17,59,217,77,3,1
ADI_2018-09-28,ADI,2018-07-31,80,139,47,0,1
ADI_2018-12-31,ADI,2018-10-31,85,140,53,1,1
ADI_2019-03-29,ADI,2019-01-31,66,109,57,1,1
ADI_2019-06-28,ADI,2019-05-22,78,112,70,1,1
ADI_2019-09-30,ADI,2019-08-21,94,104,55,5,1
ADI_2019-12-31,ADI,2019-11-26,88,99,67,1,1
ADM_2019-06-28,ADM,2019-04-26,133,216,119,10,1
ADM_2019-09-30,ADM,2019-08-01,112,153,91,3,1
ADM_2019-12-31,ADM,2019-10-31,114,165,112,5,1
ADP_2018-09-28,ADP,2018-06-30,122,226,115,10,-1
ADP_2018-12-31,ADP,2018-10-31,88,299,109,8,1
ADP_2019-06-28,ADP,2019-05-01,78,219,87,9,1
ADP_2019-09-30,ADP,2019-07-31,110,270,117,11,1
ADP_2019-12-31,ADP,2019-10-30,100,229,98,17,0
ADSK_2018-09-28,ADSK,2018-07-31,77,155,51,2,1
ADSK_2018-12-31,ADSK,2018-11-20,58,177,75,4,1
ADSK_2019-06-28,ADSK,2019-05-23,73,189,66,6,1
ADSK_2019-09-30,ADSK,2019-08-27,120,172,72,3,1
ADSK_2019-12-31,ADSK,2019-11-26,63,157,60,10,1
ADTN_2018-09-28,ADTN,2018-06-30,69,122,82,3,1
ADTN_2019-06-28,ADTN,2019-04-18,59,123,51,2,0
ADTN_2019-09-30,ADTN,2019-07-18,58,68,58,7,0
ADTN_2019-12-31,ADTN,2019-11-08,73,89,67,6,0
AEO_2018-09-28,AEO,2018-07-31,66,224,48,1,1
AEO_2018-12-31,AEO,2018-10-31,58,227,46,4,1
AEO_2019-03-29,AEO,2019-02-02,72,198,40,2,1
AEO_2019-06-28,AEO,2019-06-05,81,225,44,2,1
AEO_2019-09-30,AEO,2019-09-04,92,234,52,4,1
AEO_2019-12-31,AEO,2019-12-11,85,187,40,2,1
AEP_2017-12-29,AEP,2017-09-30,63,98,54,18,1
AEP_2018-12-31,AEP,2018-10-25,56,121,80,55,1
AEP_2019-06-28,AEP,2019-03-31,69,92,37,32,1
AEP_2019-12-31,AEP,2019-10-24,63,151,65,41,1
AES_2018-09-28,AES,2018-06-30,46,121,83,36,1
AES_2018-12-31,AES,2018-11-06,48,118,68,26,1
AES_2019-06-28,AES,2019-05-07,56,92,65,27,1
AES_2019-09-30,AES,2019-08-06,55,118,41,25,1
AES_2019-12-31,AES,2019-11-06,52,114,57,33,1
AFL_2018-12-31,AFL,2018-10-25,110,147,86,8,0
AFL_2019-06-28,AFL,2019-04-26,75,132,80,13,0
AFL_2019-09-30,AFL,2019-07-26,107,155,79,14,0
AFL_2019-12-31,AFL,2019-10-25,106,109,71,12,0
AGCO_2019-06-28,AGCO,2019-05-02,62,84,44,3,0
AGCO_2019-09-30,AGCO,2019-07-30,78,106,58,1,0
AGCO_2019-12-31,AGCO,2019-10-29,79,115,63,4,1
AGEN_2019-03-29,AGEN,2019-03-14,45,75,35,0,-1
AGEN_2019-06-28,AGEN,2019-05-09,37,140,39,4,-1
AGEN_2019-09-30,AGEN,2019-08-08,90,132,71,12,-1
AGEN_2019-12-31,AGEN,2019-11-04,52,123,47,17,-1
AGN_2018-12-31,AGN,2018-10-30,180,304,166,14,-1
AGN_2019-06-28,AGN,2019-05-07,106,177,88,16,1
AGNC_2019-06-28,AGNC,2019-04-25,113,73,108,3,1
AGNC_2019-09-30,AGNC,2019-07-25,119,88,102,3,1
AGNC_2019-12-31,AGNC,2019-10-31,95,103,110,5,1
AIG_2018-09-28,AIG,2018-06-30,150,216,95,10,1
AIG_2018-12-31,AIG,2018-11-01,204,153,120,17,1
AIG_2019-06-28,AIG,2019-05-07,168,193,145,6,1
AIG_2019-09-30,AIG,2019-08-08,135,234,99,18,1
AIG_2019-12-31,AIG,2019-11-01,175,229,133,22,1
AIR_2018-03-30,AIR,2018-02-28,43,87,33,27,-1
AIR_2018-09-28,AIR,2018-08-31,50,137,53,12,-1
AIR_2019-03-29,AIR,2019-02-28,61,97,47,22,1
AIR_2019-09-30,AIR,2019-07-10,39,111,60,19,-1
AIR_2019-12-31,AIR,2019-12-19,42,110,41,32,-1
AKAM_2019-06-28,AKAM,2019-04-30,83,206,109,9,1
AKAM_2019-09-30,AKAM,2019-07-30,116,182,121,13,1
AKAM_2019-12-31,AKAM,2019-10-28,98,184,92,10,1
AKRX_2019-06-28,AKRX,2019-05-07,80,132,46,10,-1
AKRX_2019-09-30,AKRX,2019-08-01,91,108,72,31,-1
AKRX_2019-12-31,AKRX,2019-10-31,108,121,69,31,-1
AKS_2018-12-31,AKS,2018-10-26,72,163,56,33,1
AKS_2019-06-28,AKS,2019-04-30,69,121,84,12,0
AKS_2019-12-31,AKS,2019-10-31,81,133,73,15,0
ALB_2018-09-28,ALB,2018-06-30,83,112,94,40,1
ALB_2018-12-31,ALB,2018-11-08,97,88,78,27,1
ALB_2019-06-28,ALB,2019-05-09,84,111,107,29,1
ALB_2019-09-30,ALB,2019-08-08,104,115,78,39,1
ALB_2019-12-31,ALB,2019-11-07,103,124,65,24,1
ALGN_2018-09-28,ALGN,2018-06-30,64,149,85,12,-1
ALGN_2018-12-31,ALGN,2018-10-24,87,140,90,8,-1
ALGN_2019-06-28,ALGN,2019-04-24,101,188,108,28,-1
ALGN_2019-09-30,ALGN,2019-07-24,110,180,95,28,1
ALGN_2019-12-31,ALGN,2019-10-23,94,153,74,8,1
ALGT_2018-12-31,ALGT,2018-10-24,59,82,80,4,1
ALGT_2019-06-28,ALGT,2019-03-31,82,170,72,1,1
ALGT_2019-09-30,ALGT,2019-07-24,107,182,99,6,1
ALGT_2019-12-31,ALGT,2019-10-24,79,167,92,6,1
ALK_2018-12-31,ALK,2018-10-25,70,154,68,2,1
ALK_2019-06-28,ALK,2019-04-25,101,219,90,6,1
ALK_2019-09-30,ALK,2019-07-25,74,216,75,13,1
ALK_2019-12-31,ALK,2019-10-24,66,178,70,7,1
ALKS_2018-06-29,ALKS,2018-03-31,57,100,68,10,1
ALKS_2018-12-31,ALKS,2018-10-23,83,122,82,15,0
ALKS_2019-06-28,ALKS,2019-04-25,80,113,80,16,0
ALKS_2019-09-30,ALKS,2019-07-25,124,123,91,21,0
ALKS_2019-12-31,ALKS,2019-10-23,112,97,76,9,-1
ALL_2018-12-31,ALL,2018-11-01,149,189,71,24,1
ALL_2019-06-28,ALL,2019-05-02,153,134,107,26,1
ALL_2019-09-30,ALL,2019-07-31,107,187,101,33,1
ALL_2019-12-31,ALL,2019-10-30,177,173,62,14,1
ALNY_2018-09-28,ALNY,2018-06-30,91,142,95,27,-1
ALNY_2018-12-31,ALNY,2018-11-07,78,114,76,9,1
ALNY_2019-06-28,ALNY,2019-05-01,82,171,88,7,-1
ALNY_2019-09-30,ALNY,2019-08-06,86,196,87,16,1
ALNY_2019-12-31,ALNY,2019-10-31,109,180,101,18,1
ALXN_2018-12-31,ALXN,2018-10-24,87,164,101,22,-1
ALXN_2019-06-28,ALXN,2019-04-25,117,204,133,8,-1
ALXN_2019-09-30,ALXN,2019-07-24,91,127,83,14,-1
ALXN_2019-12-31,ALXN,2019-10-23,92,159,88,12,-1
AMAT_2018-09-28,AMAT,2018-07-31,75,162,64,6,1
AMAT_2018-12-31,AMAT,2018-10-31,80,145,83,3,1
AMAT_2019-03-29,AMAT,2019-01-31,95,159,59,2,1
AMAT_2019-06-28,AMAT,2019-05-16,85,181,66,5,1
AMAT_2019-09-30,AMAT,2019-08-15,54,199,53,4,1
AMAT_2019-12-31,AMAT,2019-11-14,76,197,73,13,1
AMBA_2019-06-28,AMBA,2019-06-04,98,100,120,5,1
AMBA_2019-09-30,AMBA,2019-08-29,50,96,95,2,-1
AMBA_2019-12-31,AMBA,2019-11-25,55,101,91,4,0
AMC_2019-03-29,AMC,2019-02-28,59,142,71,7,1
AMC_2019-06-28,AMC,2019-05-09,53,130,74,9,1
AMC_2019-09-30,AMC,2019-08-08,83,195,117,6,1
AMC_2019-12-31,AMC,2019-11-07,69,160,68,8,1
AMCX_2018-06-29,AMCX,2018-03-31,78,152,86,7,0
AMCX_2018-12-31,AMCX,2018-11-01,77,148,84,14,0
AMCX_2019-06-28,AMCX,2019-05-01,70,135,80,8,0
AMCX_2019-09-30,AMCX,2019-07-31,64,140,93,8,0
AMCX_2019-12-31,AMCX,2019-10-31,71,183,95,10,0
AMD_2018-12-31,AMD,2018-10-24,67,139,63,2,0
AMD_2019-06-28,AMD,2019-03-31,49,105,61,0,1
AMD_2019-09-30,AMD,2019-07-30,65,92,72,0,0
AMD_2019-12-31,AMD,2019-10-29,63,156,55,0,1
AMED_2018-12-31,AMED,2018-10-30,75,209,113,47,1
AMED_2019-06-28,AMED,2019-05-01,93,186,101,41,1
AMED_2019-09-30,AMED,2019-08-01,81,212,113,42,1
AMED_2019-12-31,AMED,2019-10-30,69,152,99,32,1
AMGN_2018-12-31,AMGN,2018-10-30,143,233,73,15,1
AMGN_2019-06-28,AMGN,2019-04-30,144,175,101,22,1
AMGN_2019-09-30,AMGN,2019-07-30,131,192,82,23,1
AMGN_2019-12-31,AMGN,2019-10-29,114,192,103,8,1
AMKR_2019-03-29,AMKR,2019-02-11,51,67,49,0,0
AMKR_2019-06-28,AMKR,2019-05-02,35,83,37,1,0
AMKR_2019-09-30,AMKR,2019-07-29,36,74,43,0,0
AMKR_2019-12-31,AMKR,2019-10-28,35,59,36,0,0
AMRC_2019-03-29,AMRC,2019-03-06,55,98,83,22,-1
AMRC_2019-06-28,AMRC,2019-04-30,29,76,48,6,-1
AMRC_2019-09-30,AMRC,2019-08-08,18,56,35,16,-1
AMRC_2019-12-31,AMRC,2019-11-05,51,112,65,40,-1
AMRS_2018-09-28,AMRS,2018-06-30,40,150,42,19,-1
AMRS_2019-03-29,AMRS,2019-03-18,77,179,94,15,-1
AMSC_2019-03-29,AMSC,2019-02-06,47,96,106,25,-1
AMSC_2019-06-28,AMSC,2019-06-06,38,81,55,17,-1
AMSC_2019-09-30,AMSC,2019-08-07,42,92,61,10,-1
AMT_2018-09-28,AMT,2018-06-30,46,110,96,26,-1
AMT_2018-12-31,AMT,2018-10-30,45,158,110,16,1
AMT_2019-06-28,AMT,2019-05-03,49,129,111,23,-1
AMT_2019-09-30,AMT,2019-07-31,52,140,115,26,1
AMT_2019-12-31,AMT,2019-10-31,62,129,120,25,1
AMTD_2019-06-28,AMTD,2019-04-24,70,100,66,1,1
AMTD_2019-09-30,AMTD,2019-07-22,69,87,42,0,1
AMTD_2019-12-31,AMTD,2019-10-22,87,116,71,6,-1
AMWD_2018-03-30,AMWD,2018-01-31,83,125,58,2,-1
AMWD_2018-09-28,AMWD,2018-07-31,77,102,66,3,-1
AMWD_2019-03-29,AMWD,2019-01-31,105,145,99,3,1
AMWD_2019-06-28,AMWD,2019-05-28,107,127,102,10,1
AMWD_2019-09-30,AMWD,2019-08-27,101,118,80,10,-1
AMWD_2019-12-31,AMWD,2019-11-26,101,137,74,9,-1
AMZN_2018-09-28,AMZN,2018-06-30,48,105,49,4,-1
AMZN_2018-12-31,AMZN,2018-10-25,49,67,51,3,-1
AMZN_2019-06-28,AMZN,2019-04-25,60,81,55,7,-1
AMZN_2019-09-30,AMZN,2019-07-25,49,80,53,2,-1
AMZN_2019-12-31,AMZN,2019-10-24,46,70,41,4,-1
AN_2018-12-31,AN,2018-10-30,65,115,63,2,0
AN_2019-06-28,AN,2019-04-26,71,135,51,3,0
AN_2019-09-30,AN,2019-07-23,86,147,77,8,0
AN_2019-12-31,AN,2019-10-29,42,97,51,7,0
ANET_2018-09-28,ANET,2018-06-30,92,87,77,9,1
ANET_2018-12-31,ANET,2018-11-01,87,94,86,14,1
ANET_2019-06-28,ANET,2019-05-02,123,113,94,7,1
ANET_2019-09-30,ANET,2019-08-01,102,120,94,3,1
ANET_2019-12-31,ANET,2019-10-31,128,81,125,8,0
ANF_2017-12-29,ANF,2017-09-30,91,268,51,1,0
ANF_2018-06-29,ANF,2018-04-30,56,218,54,4,0
ANF_2018-09-28,ANF,2018-08-04,40,178,41,1,0
ANF_2019-06-28,ANF,2019-05-29,108,166,68,3,0
ANF_2019-09-30,ANF,2019-08-29,112,198,91,1,0
ANF_2019-12-31,ANF,2019-11-26,84,136,57,2,0
ANGO_2018-03-30,ANGO,2018-02-28,54,116,51,14,0
ANGO_2018-06-29,ANGO,2018-05-31,98,151,94,15,-1
ANGO_2018-12-31,ANGO,2018-11-30,67,120,51,10,0
ANGO_2019-09-30,ANGO,2019-07-10,83,130,63,11,-1
ANGO_2019-12-31,ANGO,2019-10-03,70,97,52,6,-1
ANIP_2019-06-28,ANIP,2019-05-09,26,50,28,7,-1
ANIP_2019-09-30,ANIP,2019-08-07,40,69,35,14,-1
ANTM_2018-12-31,ANTM,2018-10-31,106,192,70,12,1
ANTM_2019-06-28,ANTM,2019-03-31,88,179,85,10,-1
ANTM_2019-09-30,ANTM,2019-07-24,149,239,109,20,-1
ANTM_2019-12-31,ANTM,2019-10-23,141,248,93,6,-1
AOBC_2019-12-31,AOBC,2019-12-05,68,86,73,16,1
AON_2018-06-29,AON,2018-03-31,70,186,68,7,1
AON_2018-12-31,AON,2018-10-26,98,273,114,2,1
AON_2019-06-28,AON,2019-04-26,91,207,82,13,1
AON_2019-09-30,AON,2019-07-26,117,226,108,6,-1
AON_2019-12-31,AON,2019-10-25,136,250,101,3,0
AOS_2018-12-31,AOS,2018-10-30,77,61,84,0,1
AOS_2019-06-28,AOS,2019-04-30,90,115,100,3,1
AOS_2019-09-30,AOS,2019-07-30,102,81,100,3,1
AOS_2019-12-31,AOS,2019-10-29,81,84,89,7,0
APA_2018-12-31,APA,2018-11-01,55,168,86,8,0
APA_2019-06-28,APA,2019-05-02,73,123,72,8,0
APA_2019-09-30,APA,2019-08-01,63,96,70,1,0
APA_2019-12-31,APA,2019-10-31,82,126,83,1,0
APD_2018-12-31,APD,2018-11-06,100,206,69,10,-1
APH_2019-06-28,APH,2019-04-24,90,193,106,6,1
APH_2019-09-30,APH,2019-07-24,106,195,141,13,1
APH_2019-12-31,APH,2019-10-23,127,255,137,4,1
AR_2019-06-28,AR,2019-05-02,52,115,63,7,1
AR_2019-09-30,AR,2019-08-01,79,121,91,13,1
AR_2019-12-31,AR,2019-10-30,69,104,83,7,0
ARR_2018-12-31,ARR,2018-10-25,58,57,58,5,0
ARR_2019-06-28,ARR,2019-03-31,42,40,49,6,0
ARR_2019-09-30,ARR,2019-07-25,50,57,42,5,0
ARR_2019-12-31,ARR,2019-10-24,66,55,62,4,0
ASH_2018-12-31,ASH,2018-11-07,71,180,88,1,-1
ASH_2019-06-28,ASH,2019-05-01,100,139,93,5,-1
ASH_2019-09-30,ASH,2019-07-31,93,141,73,7,1
ASH_2019-12-31,ASH,2019-11-19,100,189,42,27,-1
AT_2019-03-29,AT,2019-03-01,41,61,35,21,0
AT_2019-06-28,AT,2019-05-03,22,53,28,8,0
AT_2019-12-31,AT,2019-11-01,60,52,58,14,0
ATGE_2019-06-28,ATGE,2019-05-02,38,105,44,4,-1
ATGE_2019-09-30,ATGE,2019-08-22,57,112,39,12,-1
ATGE_2019-12-31,ATGE,2019-10-29,93,114,56,9,-1
ATI_2018-12-31,ATI,2018-10-23,114,219,94,12,-1
ATI_2019-06-28,ATI,2019-04-23,146,162,78,6,1
ATI_2019-09-30,ATI,2019-07-23,104,158,107,12,1
ATI_2019-12-31,ATI,2019-10-31,104,176,98,26,1
ATR_2019-06-28,ATR,2019-05-01,63,141,55,2,0
ATR_2019-09-30,ATR,2019-08-01,89,135,56,8,0
ATR_2019-12-31,ATR,2019-11-01,94,160,60,8,0
ATRS_2019-03-29,ATRS,2019-02-28,57,90,62,11,-1
ATRS_2019-06-28,ATRS,2019-05-02,61,101,51,9,-1
ATRS_2019-09-30,ATRS,2019-08-06,72,108,105,21,-1
ATRS_2019-12-31,ATRS,2019-11-05,82,110,88,8,-1
ATVI_2018-06-29,ATVI,2018-03-31,38,194,48,3,1
ATVI_2019-06-28,ATVI,2019-05-02,55,177,38,5,1
ATVI_2019-09-30,ATVI,2019-08-08,63,172,48,3,1
ATVI_2019-12-31,ATVI,2019-11-07,55,191,48,4,1
AVAV_2018-06-29,AVAV,2018-04-30,75,119,77,22,0
AVAV_2018-12-31,AVAV,2018-11-29,37,76,55,36,0
AVAV_2019-03-29,AVAV,2019-01-31,57,145,60,24,0
AVAV_2019-09-30,AVAV,2019-09-04,55,109,77,38,1
AVAV_2019-12-31,AVAV,2019-12-03,57,146,87,46,1
AVB_2018-12-31,AVB,2018-10-30,119,117,169,23,1
AVB_2019-06-28,AVB,2019-04-25,95,123,118,10,1
AVB_2019-09-30,AVB,2019-08-01,89,96,115,17,1
AVB_2019-12-31,AVB,2019-10-29,70,145,193,30,1
AVGO_2018-06-29,AVGO,2018-04-30,77,103,70,3,-1
AVGO_2018-09-28,AVGO,2018-07-31,92,166,74,2,1
AVGO_2018-12-31,AVGO,2018-10-31,79,82,73,10,1
AVGO_2019-03-29,AVGO,2019-01-31,71,95,68,1,1
AVGO_2019-06-28,AVGO,2019-06-13,57,48,65,3,1
AVGO_2019-09-30,AVGO,2019-09-12,59,72,81,6,1
AVGO_2019-12-31,AVGO,2019-12-12,62,80,54,2,1
AVID_2019-12-31,AVID,2019-11-07,66,195,40,11,1
AVX_2019-03-29,AVX,2019-01-24,39,51,43,8,1
AVX_2019-06-28,AVX,2019-04-22,45,44,42,6,1
AVX_2019-09-30,AVX,2019-07-26,49,48,36,5,1
AVX_2019-12-31,AVX,2019-10-28,45,38,21,7,0
AVY_2018-12-31,AVY,2018-10-23,102,138,78,1,-1
AVY_2019-06-28,AVY,2019-04-24,79,116,59,5,1
AVY_2019-09-30,AVY,2019-07-23,82,108,64,0,1
AVY_2019-12-31,AVY,2019-10-23,85,121,64,3,0
AWK_2018-09-28,AWK,2018-06-30,49,125,44,66,1
AWK_2018-12-31,AWK,2018-11-01,69,115,60,66,1
AWK_2019-06-28,AWK,2019-05-02,46,117,66,39,1
AWK_2019-09-30,AWK,2019-08-01,49,93,49,34,1
AWK_2019-12-31,AWK,2019-10-31,58,100,58,51,1
AWR_2019-09-30,AWR,2019-08-06,14,27,35,19,0
AWR_2019-12-31,AWR,2019-11-05,28,62,42,16,0
AXL_2018-12-31,AXL,2018-11-02,156,146,101,10,1
AXL_2019-06-28,AXL,2019-05-03,72,128,66,2,1
AXL_2019-09-30,AXL,2019-08-02,73,116,94,4,1
AXL_2019-12-31,AXL,2019-11-01,108,114,106,2,1
AXP_2018-09-28,AXP,2018-06-30,72,148,59,15,1
AXP_2018-12-31,AXP,2018-10-18,77,181,84,10,1
AXP_2019-06-28,AXP,2019-04-18,49,162,79,9,1
AXP_2019-09-30,AXP,2019-07-19,60,151,84,5,1
AXP_2019-12-31,AXP,2019-10-18,76,155,62,3,1
AYI_2018-06-29,AYI,2018-05-31,61,179,103,8,0
AYI_2018-09-28,AYI,2018-08-31,91,181,123,8,1
AYI_2018-12-31,AYI,2018-11-30,76,152,115,8,1
AYI_2019-06-28,AYI,2019-04-03,80,173,112,2,1
AYI_2019-09-30,AYI,2019-07-02,85,174,112,4,1
AYI_2019-12-31,AYI,2019-10-02,107,208,121,5,-1
AYX_2018-12-31,AYX,2018-11-07,70,132,67,7,-1
AYX_2019-06-28,AYX,2019-05-01,78,121,105,19,1
AYX_2019-09-30,AYX,2019-07-31,87,154,96,9,1
AYX_2019-12-31,AYX,2019-10-31,62,108,71,24,1
AZO_2018-06-29,AZO,2018-05-05,102,193,92,7,1
AZO_2018-09-28,AZO,2018-08-31,98,188,84,8,1
AZO_2018-12-31,AZO,2018-11-30,88,181,59,5,1
AZO_2019-03-29,AZO,2019-02-09,79,159,67,9,1
AZO_2019-06-28,AZO,2019-05-21,75,226,83,6,1
AZO_2019-12-31,AZO,2019-12-10,74,194,87,7,1
AZZ_2018-09-28,AZZ,2018-08-31,50,120,49,11,0
AZZ_2018-12-31,AZZ,2018-11-30,52,124,38,11,1
AZZ_2019-06-28,AZZ,2019-05-20,62,152,45,6,1
AZZ_2019-09-30,AZZ,2019-07-08,29,96,39,8,1
BA_2019-06-28,BA,2019-04-24,87,181,45,26,1
BA_2019-09-30,BA,2019-07-24,96,180,100,33,1
BA_2019-12-31,BA,2019-10-23,114,186,101,44,1
BAC_2019-12-31,BAC,2019-10-16,107,233,103,10,1
BAH_2018-09-28,BAH,2018-06-30,60,159,48,9,1
BAH_2019-03-29,BAH,2019-02-01,91,179,68,22,1
BAH_2019-06-28,BAH,2019-05-28,76,171,74,12,-1
BAH_2019-09-30,BAH,2019-07-29,53,160,60,15,1
BAH_2019-12-31,BAH,2019-11-01,73,177,82,21,1
BAX_2018-12-31,BAX,2018-10-31,94,142,101,20,1
BAX_2019-06-28,BAX,2019-04-25,82,169,83,6,1
BAX_2019-09-30,BAX,2019-07-25,69,177,89,7,1
BBBY_2018-03-30,BBBY,2018-02-28,90,206,107,5,0
BBBY_2018-06-29,BBBY,2018-05-31,99,142,98,10,0
BBBY_2018-09-28,BBBY,2018-08-31,122,214,119,13,0
BBBY_2019-06-28,BBBY,2019-04-10,69,246,99,9,0
BBBY_2019-09-30,BBBY,2019-07-10,95,150,104,7,0
BBBY_2019-12-31,BBBY,2019-10-02,99,177,101,7,0
BBY_2018-09-28,BBY,2018-07-31,56,208,79,3,0
BBY_2018-12-31,BBY,2018-10-31,60,244,74,4,0
BBY_2019-06-28,BBY,2019-05-23,58,181,77,5,1
BBY_2019-09-30,BBY,2019-08-29,84,216,118,4,1
BBY_2019-12-31,BBY,2019-11-26,56,211,70,1,1
BC_2018-12-31,BC,2018-10-25,97,202,127,4,-1
BC_2019-06-28,BC,2019-03-31,74,181,107,3,-1
BC_2019-09-30,BC,2019-07-25,79,169,83,2,-1
BC_2019-12-31,BC,2019-10-24,62,207,94,2,-1
BCPC_2018-12-31,BCPC,2018-11-06,57,85,56,4,-1
BCPC_2019-06-28,BCPC,2019-05-03,65,137,54,6,1
BCPC_2019-09-30,BCPC,2019-08-01,79,119,78,5,1
BCPC_2019-12-31,BCPC,2019-11-05,90,91,65,20,1
BCRX_2019-03-29,BCRX,2019-03-04,63,95,49,10,1
BCRX_2019-06-28,BCRX,2019-05-08,56,63,64,10,1
BCRX_2019-09-30,BCRX,2019-08-06,64,125,49,8,1
BCRX_2019-12-31,BCRX,2019-11-06,109,92,59,5,1
BDX_2018-09-28,BDX,2018-06-30,78,261,72,3,1
BDX_2018-12-31,BDX,2018-11-06,100,273,87,4,1
BDX_2019-06-28,BDX,2019-05-09,100,185,70,6,1
BDX_2019-09-30,BDX,2019-08-06,84,201,57,2,1
BDX_2019-12-31,BDX,2019-11-05,91,193,108,8,1
BE_2019-06-28,BE,2019-05-06,80,93,62,3,1
BE_2019-09-30,BE,2019-08-12,141,61,83,5,1
BE_2019-12-31,BE,2019-11-07,92,66,56,23,1
BEN_2018-09-28,BEN,2018-06-30,72,98,59,2,0
BEN_2018-12-31,BEN,2018-10-25,106,167,136,4,0
BEN_2019-09-30,BEN,2019-07-30,80,120,88,2,0
BEN_2019-12-31,BEN,2019-10-25,85,112,79,5,0
BG_2019-03-29,BG,2019-02-21,106,149,111,0,1
BG_2019-06-28,BG,2019-05-08,76,107,100,0,1
BG_2019-09-30,BG,2019-07-31,70,117,90,2,1
BG_2019-12-31,BG,2019-10-30,85,118,65,3,1
BGG_2018-09-28,BGG,2018-06-30,46,151,63,4,-1
BGG_2018-12-31,BGG,2018-10-26,89,157,114,4,-1
BGG_2019-06-28,BGG,2019-03-31,131,211,155,1,-1
BGG_2019-09-30,BGG,2019-08-15,158,205,112,6,-1
BGG_2019-12-31,BGG,2019-11-01,68,170,58,11,-1
BGS_2018-12-31,BGS,2018-10-30,82,171,122,3,1
BGS_2019-06-28,BGS,2019-05-02,100,146,81,3,0
